Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Código Zona,Código Puesto,Nombre Puesto,Mesa,Código Comuna,Nombre Comuna,Código Corporación,Nombre Corporación,Código Circunscripción,Código Partido,Nombre Partido,Código Candidato,Nombre Candidato,Total Votos
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,18,00,NACIONAL,003,ALCALDE,2,08534,ALIANZA POR TUNJA,00001,VICENTE ANIBAL OJEDA MARTINEZ,32
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00998,VOTOS NO MARCADOS,2
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00996,VOTOS EN BLANCO,7
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00997,VOTOS NULOS,9
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00003,PARTIDO CAMBIO RADICAL,00007,JULY PAOLA ACUÑA RINCON,26
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00026,PARTIDO POLÍTICO LA FUERZA DE LA PAZ,00009,MIKHAIL KRASNOV,74
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,00037,MOVIMIENTO POLITICO FUERZA CIUDADANA,00004,CARLOS ENRIQUE VARGAS ANGARITA,4
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,01885,TUNJA MERECE MÁS,00006,CESAR AUGUSTO LOPEZ MORALES,34
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,08400,PACTO HISTORICO,00005,JONATHAN ARMANDO BOSIGAS MALAGON,16
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,08528,COALICIÓN JOHN CARRERO ALCALDE,00008,JOHN ERNESTO CARRERO VILLAMIL,56
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,19,00,NACIONAL,003,ALCALDE,2,08534,ALIANZA POR TUNJA,00001,VICENTE ANIBAL OJEDA MARTINEZ,36
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00996,VOTOS EN BLANCO,10
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00998,VOTOS NO MARCADOS,8
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00000,CANDIDATOS TOTALES,00997,VOTOS NULOS,6
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00003,PARTIDO CAMBIO RADICAL,00007,JULY PAOLA ACUÑA RINCON,21
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00024,PARTIDO DEMÓCRATA COLOMBIANO,00002,APULEYO SANABRIA VERGARA,4
07,BOYACA,001,TUNJA,01,01,COL. BOYACA.FCO DE PAULA SANTANDER,2,00,NACIONAL,003,ALCALDE,2,00026,PARTIDO POLÍTICO LA FUERZA DE LA PAZ,00009,MIKHAIL KRASNOV,46
