MUNNOMBRE;PARNOMBRE;VOTOS
NUEVO COLON;Centro Democrático;1350
NUEVO COLON;Pacto Histórico;1123
OICATA;Centro Democrático;820
OICATA;Pacto Histórico;772
OTANCHE;Centro Democrático;3010
OTANCHE;Pacto Histórico;365
PACHAVITA;Centro Democrático;833
PACHAVITA;Pacto Histórico;236
PAEZ;Centro Democrático;1115
PAEZ;Pacto Histórico;324
PAIPA;Centro Democrático;7356
PAIPA;Pacto Histórico;8348
PAJARITO;Centro Democrático;766
PAJARITO;Pacto Histórico;167
PANQUEBA;Centro Democrático;768
PANQUEBA;Pacto Histórico;107
PAUNA;Centro Democrático;2614
PAUNA;Pacto Histórico;869
PAYA;Centro Democrático;737
PAYA;Pacto Histórico;200
PAZ DE RIO;Centro Democrático;748
PAZ DE RIO;Pacto Histórico;1535
PESCA;Centro Democrático;2297
PESCA;Pacto Histórico;864
PISBA;Centro Democrático;444
PISBA;Pacto Histórico;158
PUERTO BOYACA;Centro Democrático;13546
PUERTO BOYACA;Pacto Histórico;5327
QUIPAMA;Centro Democrático;2325
QUIPAMA;Pacto Histórico;401
RAMIRIQUI;Centro Democrático;2890
RAMIRIQUI;Pacto Histórico;1710
RAQUIRA;Centro Democrático;1822
RAQUIRA;Pacto Histórico;880
RONDON;Centro Democrático;972
RONDON;Pacto Histórico;319
SABOYA;Centro Democrático;3639
SABOYA;Pacto Histórico;2010
SACHICA;Centro Democrático;1199
SACHICA;Pacto Histórico;1003
SAMACA;Centro Democrático;4223
SAMACA;Pacto Histórico;3281
SAN EDUARDO;Centro Democrático;516
SAN EDUARDO;Pacto Histórico;323
SAN JOSE DE PARE;Centro Democrático;2127
SAN JOSE DE PARE;Pacto Histórico;506
SAN LUIS DE GACENO;Centro Democrático;2094
SAN LUIS DE GACENO;Pacto Histórico;328
SAN MATEO;Centro Democrático;1845
SAN MATEO;Pacto Histórico;175
SAN MIGUEL DE SEMA;Centro Democrático;1080
SAN MIGUEL DE SEMA;Pacto Histórico;347
SAN PABLO DE BORBUR;Centro Democrático;2735
SAN PABLO DE BORBUR;Pacto Histórico;412
SANTA MARIA;Centro Democrático;936
SANTA MARIA;Pacto Histórico;544
SANTA ROSA DE VITERBO;Centro Democrático;3101
SANTA ROSA DE VITERBO;Pacto Histórico;1936
SANTA SOFIA;Centro Democrático;1393
SANTA SOFIA;Pacto Histórico;335
SANTANA;Centro Democrático;2291
SANTANA;Pacto Histórico;1206
SATIVANORTE;Centro Democrático;1172
SATIVANORTE;Pacto Histórico;174
SATIVASUR;Centro Democrático;383
SATIVASUR;Pacto Histórico;204
SIACHOQUE;Centro Democrático;2363
SIACHOQUE;Pacto Histórico;1291
SOATA;Centro Democrático;3279
SOATA;Pacto Histórico;1188
SOCHA;Centro Democrático;1775
SOCHA;Pacto Histórico;1241
SOCOTA;Centro Democrático;2324
SOCOTA;Pacto Histórico;715
SOGAMOSO;Centro Democrático;25822
SOGAMOSO;Pacto Histórico;30407
SOMONDOCO;Centro Democrático;985
SOMONDOCO;Pacto Histórico;411
SORA;Centro Democrático;748
SORA;Pacto Histórico;800
SORACA;Centro Democrático;2101
SORACA;Pacto Histórico;1279
SOTAQUIRA;Centro Democrático;2465
SOTAQUIRA;Pacto Histórico;1100
SUSACON;Centro Democrático;1295
SUSACON;Pacto Histórico;223
SUTAMARCHAN;Centro Democrático;2344
SUTAMARCHAN;Pacto Histórico;1027
SUTATENZA;Centro Democrático;1471
SUTATENZA;Pacto Histórico;535
TASCO;Centro Democrático;1166
TASCO;Pacto Histórico;1100
TENZA;Centro Democrático;1365
TENZA;Pacto Histórico;420
TIBANA;Centro Democrático;2041
TIBANA;Pacto Histórico;1401
TIBASOSA;Centro Democrático;2360
TIBASOSA;Pacto Histórico;2737
TINJACA;Centro Democrático;1021
TINJACA;Pacto Histórico;686
TIPACOQUE;Centro Democrático;1303
TIPACOQUE;Pacto Histórico;399
TOCA;Centro Democrático;1948
TOCA;Pacto Histórico;2010
TOGUI;Centro Democrático;1643
TOGUI;Pacto Histórico;495
TOPAGA;Centro Democrático;1226
TOPAGA;Pacto Histórico;674
TOTA;Centro Democrático;1576
TOTA;Pacto Histórico;386
TUNJA;Centro Democrático;28703
TUNJA;Pacto Histórico;47404
TUNUNGUA;Centro Democrático;545
TUNUNGUA;Pacto Histórico;235
TURMEQUE;Centro Democrático;1471
TURMEQUE;Pacto Histórico;1275
TUTA;Centro Democrático;2392
TUTA;Pacto Histórico;2049
TUTAZA;Centro Democrático;579
TUTAZA;Pacto Histórico;449
UMBITA;Centro Democrático;2490
UMBITA;Pacto Histórico;834
VENTAQUEMADA;Centro Democrático;2971
VENTAQUEMADA;Pacto Histórico;2786
VILLA DE LEYVA;Centro Democrático;4204
VILLA DE LEYVA;Pacto Histórico;2925
VIRACACHA;Centro Democrático;1151
VIRACACHA;Pacto Histórico;339
ZETAQUIRA;Centro Democrático;1523
ZETAQUIRA;Pacto Histórico;711
